gridNo,featNo,weight,grid_x,grid_y,grid_z
29402,1,-200.03021,17,13,27
29402,3,483.38055,17,13,27
29402,4,7.2816133,17,13,27
29402,5,483.43698,17,13,27
29403,0,165.27623,17,13,28
29403,1,439.97842,17,13,28
29403,2,165.29944,17,13,28
29403,3,536.9598,17,13,28
29403,4,167.59576,17,13,28
29403,5,536.9626,17,13,28
29404,0,125.90762,17,13,29
29404,2,125.954185,17,13,29
29405,0,124.94926,17,13,30
29405,3,-100.717255,17,13,30
29405,4,-84.528915,17,13,30
29405,5,-158.99574,17,13,30
29406,0,-298.79434,17,13,31
29406,1,51.61981,17,13,31
29406,3,247.86589,17,13,31
29406,5,34.8748,17,13,31
29407,0,-29.442287,17,13,32
29407,1,305.76498,17,13,32
29407,3,-16.373947,17,13,32
29407,4,402.275,17,13,32
29407,5,-16.37943,17,13,32
29408,0,306.1275,17,13,33
29409,1,-222.26562,17,13,34
29410,3,403.65625,17,13,35
29410,4,477.67792,17,13,35
29410,5,403.55255,17,13,35
29411,3,138.36282,17,13,36
29411,5,138.21573,17,13,36
29444,4,374.85092,17,14,22
29449,0,665.6901,17,14,27
29449,1,695.36194,17,14,27
29449,2,516.71204,17,14,27
29449,3,167.49638,17,14,27
29449,4,-438.31528,17,14,27
29449,5,264.47427,17,14,27
29450,0,616.3598,17,14,28
29450,1,364.1077,17,14,28
29450,2,278.1421,17,14,28
29450,3,431.07196,17,14,28
29450,4,-579.26184,17,14,28
29450,5,431.22247,17,14,28
29451,0,-94.40851,17,14,29
29451,1,-50.839226,17,14,29
29451,3,-104.96784,17,14,29
29451,4,75.39765,17,14,29
29451,5,-104.94605,17,14,29
29452,0,-34.91309,17,14,30
29452,1,-323.92526,17,14,30
29452,2,262.65186,17,14,30
29452,3,613.63275,17,14,30
29452,4,-32.655445,17,14,30
29452,5,613.6448,17,14,30
29453,1,48.73941,17,14,31
29453,3,436.1918,17,14,31
29453,4,650.3811,17,14,31
29453,5,332.95877,17,14,31
29454,0,208.28903,17,14,32
29454,1,290.5869,17,14,32
29454,3,603.58527,17,14,32
29454,4,375.10608,17,14,32
29454,5,603.50653,17,14,32
29455,0,402.46796,17,14,33
29455,1,500.85382,17,14,33
29455,3,-322.3449,17,14,33
29455,4,-472.8461,17,14,33
29455,5,-322.32825,17,14,33
29456,1,74.46654,17,14,34
29456,3,123.97628,17,14,34
29456,4,113.863884,17,14,34
29456,5,382.6434,17,14,34
29457,1,-98.74157,17,14,35
29458,0,-139.18727,17,14,36
29458,4,530.0861,17,14,36
29491,1,-323.70523,17,15,22
29491,4,-354.11633,17,15,22
29495,0,-319.44052,17,15,26
29495,1,-319.4474,17,15,26
29495,3,477.40298,17,15,26
29495,4,460.3821,17,15,26
29495,5,477.3205,17,15,26
29496,0,-810.0921,17,15,27
29496,1,-548.9922,17,15,27
29496,3,447.77313,17,15,27
29496,4,22.397743,17,15,27
29496,5,189.34334,17,15,27
29497,0,318.38074,17,15,28
29497,1,-400.03577,17,15,28
29497,2,667.3349,17,15,28
29497,3,-367.18512,17,15,28
29497,4,315.82712,17,15,28
29497,5,-397.57962,17,15,28
29498,0,380.40332,17,15,29
29498,1,668.9391,17,15,29
29498,2,701.4347,17,15,29
29498,4,256.0185,17,15,29
29499,0,118.27145,17,15,30
29499,1,568.3533,17,15,30
29499,2,184.19313,17,15,30
29499,3,57.82373,17,15,30
29499,4,465.36792,17,15,30
29499,5,57.880665,17,15,30
29500,0,185.2256,17,15,31
29500,1,164.79166,17,15,31
29500,3,210.03653,17,15,31
29500,4,460.04703,17,15,31
29500,5,278.52927,17,15,31
29501,0,683.4916,17,15,32
29501,1,-238.28648,17,15,32
29501,3,332.3082,17,15,32
29501,4,-226.71283,17,15,32
29501,5,332.31116,17,15,32
29502,0,-62.32969,17,15,33
29502,2,-62.43404,17,15,33
29502,4,861.43835,17,15,33
29502,5,-475.14203,17,15,33
29504,0,-290.78653,17,15,35
29504,1,-607.5659,17,15,35
29504,3,113.844086,17,15,35
29504,4,808.71277,17,15,35
29504,5,113.94403,17,15,35
29505,0,-532.84357,17,15,36
29505,1,-383.04877,17,15,36
29505,3,-12.381476,17,15,36
29505,5,-12.27585,17,15,36
29507,1,470.8761,17,15,38
29539,0,-80.29581,17,16,23
29539,1,400.17612,17,16,23
29539,2,279.65793,17,16,23
29539,3,589.2888,17,16,23
29539,5,577.56036,17,16,23
29543,0,447.79596,17,16,27
29543,1,198.79453,17,16,27
29543,2,-100.157,17,16,27
29543,4,175.96791,17,16,27
29544,0,319.549,17,16,28
29544,1,-533.38666,17,16,28
29544,2,44.425697,17,16,28
29544,4,532.08923,17,16,28
29545,0,102.56298,17,16,29
29545,1,-238.94106,17,16,29
29545,2,754.6312,17,16,29
29545,3,-528.2123,17,16,29
29545,4,328.9036,17,16,29
29546,0,603.84906,17,16,30
29546,1,198.88885,17,16,30
29546,2,634.53937,17,16,30
29546,3,460.2316,17,16,30
29546,4,483.97598,17,16,30
29546,5,460.33865,17,16,30
29547,0,495.1049,17,16,31
29547,1,371.02817,17,16,31
29547,2,-119.566635,17,16,31
29547,3,84.16983,17,16,31
29547,4,391.49014,17,16,31
29547,5,84.02663,17,16,31
29548,0,262.96753,17,16,32
29548,1,245.01515,17,16,32
29548,2,413.0595,17,16,32
29548,3,387.81415,17,16,32
29548,4,419.77927,17,16,32
29549,0,-482.46237,17,16,33
29549,1,-25.675676,17,16,33
29549,3,120.40162,17,16,33
29549,4,567.6313,17,16,33
29549,5,120.44285,17,16,33
29551,0,192.62013,17,16,35
29551,1,-253.38484,17,16,35
29551,2,-228.58195,17,16,35
29551,3,631.696,17,16,35
29551,4,548.0947,17,16,35
29551,5,631.8237,17,16,35
29552,0,-450.31848,17,16,36
29552,1,144.35909,17,16,36
29552,3,408.91055,17,16,36
29552,4,-188.79779,17,16,36
29552,5,408.98288,17,16,36
29553,0,479.8118,17,16,37
29553,1,210.36607,17,16,37
29553,3,478.90613,17,16,37
29553,5,478.8916,17,16,37
29554,1,359.12857,17,16,38
29554,4,376.93628,17,16,38
29585,0,307.76227,17,17,22
29585,4,-303.63104,17,17,22
29586,0,300.00916,17,17,23
29586,1,409.29706,17,17,23
29586,2,299.91388,17,17,23
29586,3,330.82556,17,17,23
29586,5,330.70132,17,17,23
29588,0,58.03294,17,17,25
29588,1,-84.55696,17,17,25
29588,2,122.923294,17,17,25
29588,3,470.6608,17,17,25
29588,4,659.65607,17,17,25
29588,5,54.884697,17,17,25
29589,0,359.57904,17,17,26
29589,1,43.574825,17,17,26
29589,2,674.8189,17,17,26
29589,3,520.551,17,17,26
29589,4,288.34833,17,17,26
29589,5,520.6953,17,17,26
29590,0,167.97945,17,17,27
29590,1,-168.67773,17,17,27
29590,2,572.3834,17,17,27
29590,3,192.01653,17,17,27
29590,4,813.0826,17,17,27
29590,5,373.23242,17,17,27
29591,0,128.37042,17,17,28
29591,1,-219.63396,17,17,28
29591,2,-315.11505,17,17,28
29591,4,481.1486,17,17,28
29592,0,165.94342,17,17,29
29592,1,268.5047,17,17,29
29592,2,473.01907,17,17,29
29592,4,48.40176,17,17,29
29593,0,791.1611,17,17,30
29593,1,44.83599,17,17,30
29593,2,266.98157,17,17,30
29593,3,-461.8825,17,17,30
29593,4,606.45233,17,17,30
29593,5,-104.32137,17,17,30
29594,0,378.05005,17,17,31
29594,1,-258.3155,17,17,31
29594,2,878.10693,17,17,31
29594,3,-221.01431,17,17,31
29594,4,188.32118,17,17,31
29594,5,-221.07356,17,17,31
29595,0,543.4113,17,17,32
29595,1,170.46185,17,17,32
29595,2,564.98535,17,17,32
29595,3,484.75262,17,17,32
29595,4,218.53828,17,17,32
29595,5,484.89484,17,17,32
29596,0,695.6683,17,17,33
29596,1,343.69736,17,17,33
29596,2,410.39597,17,17,33
29596,3,690.19055,17,17,33
29596,4,677.6981,17,17,33
29596,5,382.61887,17,17,33
29632,0,215.949,17,18,22
29632,1,-258.64523,17,18,22
29632,2,216.02515,17,18,22
29635,0,487.63416,17,18,25
29635,1,175.95427,17,18,25
29635,2,487.7395,17,18,25
29635,3,119.59175,17,18,25
29635,4,396.98157,17,18,25
29635,5,119.609314,17,18,25
29636,0,775.7127,17,18,26
29636,1,-425.40497,17,18,26
29636,2,684.98596,17,18,26
29636,3,398.6298,17,18,26
29636,4,549.1321,17,18,26
29636,5,398.61087,17,18,26
29637,0,-321.51767,17,18,27
29637,1,-19.255672,17,18,27
29637,2,280.5073,17,18,27
29637,3,534.41595,17,18,27
29637,4,639.7239,17,18,27
29637,5,534.54047,17,18,27
29638,0,96.42958,17,18,28
29638,1,-43.99567,17,18,28
29638,2,645.24884,17,18,28
29638,4,480.17346,17,18,28
29639,0,599.00214,17,18,29
29639,1,848.0759,17,18,29
29639,2,411.6625,17,18,29
29639,3,-287.09106,17,18,29
29639,4,-455.0869,17,18,29
29639,5,222.5522,17,18,29
29640,0,238.72871,17,18,30
29640,1,900.9805,17,18,30
29640,2,819.2297,17,18,30
29640,3,174.34639,17,18,30
29640,4,508.47986,17,18,30
29640,5,-41.69474,17,18,30
29641,0,944.12103,17,18,31
29641,1,-867.73926,17,18,31
29641,2,493.28937,17,18,31
29641,3,-337.58112,17,18,31
29641,4,750.51855,17,18,31
29641,5,129.48326,17,18,31
29642,0,940.30676,17,18,32
29642,1,-72.29378,17,18,32
29642,2,70.47749,17,18,32
29642,3,328.8216,17,18,32
29642,4,329.52844,17,18,32
29642,5,-114.13988,17,18,32
29644,0,223.3274,17,18,34
29644,1,-59.984947,17,18,34
29644,2,-36.416615,17,18,34
29644,3,751.46594,17,18,34
29644,4,1069.2198,17,18,34
29644,5,389.73584,17,18,34
29645,0,320.48584,17,18,35
29645,1,637.9897,17,18,35
29645,3,562.63574,17,18,35
29645,4,-295.41397,17,18,35
29645,5,376.30774,17,18,35
29646,1,-1.6087656,17,18,36
29646,3,269.39777,17,18,36
29646,4,327.03955,17,18,36
29646,5,194.49034,17,18,36
29648,1,138.73676,17,18,38
29648,4,241.3187,17,18,38
29679,0,694.4367,17,19,22
29679,2,172.38332,17,19,22
29679,4,304.48932,17,19,22
29680,0,411.14374,17,19,23
29680,1,346.78165,17,19,23
29680,2,393.96353,17,19,23
29681,0,-536.65405,17,19,24
29681,1,-513.566,17,19,24
29681,3,91.741325,17,19,24
29681,4,406.8823,17,19,24
29681,5,91.63827,17,19,24
29682,0,-256.3938,17,19,25
29682,1,-572.9319,17,19,25
29682,3,102.07928,17,19,25
29682,4,259.9931,17,19,25
29682,5,102.12588,17,19,25
29683,0,455.6857,17,19,26
29683,1,316.33057,17,19,26
29683,2,16.298038,17,19,26
29683,3,657.76935,17,19,26
29683,4,375.9822,17,19,26
29683,5,66.29277,17,19,26
29684,0,503.0755,17,19,27
29684,1,-19.882488,17,19,27
29684,2,-205.65332,17,19,27
29684,3,409.30783,17,19,27
29684,4,818.05646,17,19,27
29684,5,409.26056,17,19,27
29685,0,678.3998,17,19,28
29685,1,311.63876,17,19,28
29685,3,-468.93008,17,19,28
29685,4,184.67947,17,19,28
29685,5,-570.9195,17,19,28
29686,0,558.116,17,19,29
29686,1,758.18896,17,19,29
29686,3,554.4721,17,19,29
29686,4,258.8119,17,19,29
29686,5,110.53635,17,19,29
29687,0,380.6026,17,19,30
29687,1,85.16844,17,19,30
29687,2,1026.657,17,19,30
29687,3,64.50044,17,19,30
29687,4,489.8964,17,19,30
29687,5,-405.31802,17,19,30
29688,0,358.20587,17,19,31
29688,1,-288.72192,17,19,31
29688,2,683.7189,17,19,31
29688,3,309.7511,17,19,31
29688,4,536.73785,17,19,31
29688,5,407.78583,17,19,31
29690,0,409.422,17,19,33
29690,1,117.0405,17,19,33
29690,2,-611.42224,17,19,33
29690,3,632.0714,17,19,33
29690,4,660.04584,17,19,33
29690,5,301.51294,17,19,33
29691,0,421.1111,17,19,34
29691,1,481.89914,17,19,34
29691,3,114.417336,17,19,34
29691,4,944.9284,17,19,34
29691,5,114.42002,17,19,34
29692,0,-182.38577,17,19,35
29692,1,9.446729,17,19,35
29692,2,396.45007,17,19,35
29692,3,146.4123,17,19,35
29692,4,166.31894,17,19,35
29692,5,146.42978,17,19,35
29693,3,347.25302,17,19,36
29693,4,-159.1285,17,19,36
29693,5,372.51776,17,19,36
29694,4,555.231,17,19,37
29725,3,365.12122,17,20,21
29725,5,365.1418,17,20,21
29728,4,209.69934,17,20,24
29728,5,-139.19826,17,20,24
29732,0,-405.10034,17,20,28
29732,1,875.12915,17,20,28
29732,4,-407.801,17,20,28
29733,0,722.094,17,20,29
29733,1,161.87851,17,20,29
29733,2,567.81635,17,20,29
29733,3,-309.85217,17,20,29
29733,4,249.40648,17,20,29
29733,5,-601.9747,17,20,29
29734,0,268.82962,17,20,30
29734,1,752.3199,17,20,30
29734,2,-514.9427,17,20,30
29734,3,79.603874,17,20,30
29734,4,585.2771,17,20,30
29734,5,-559.7018,17,20,30
29736,0,505.46866,17,20,32
29736,1,-199.3943,17,20,32
29736,3,601.88965,17,20,32
29736,4,101.519424,17,20,32
29736,5,315.9691,17,20,32
29737,1,-476.5025,17,20,33
29737,3,645.22095,17,20,33
29737,4,820.33453,17,20,33
29737,5,645.2353,17,20,33
29738,0,-538.61804,17,20,34
29738,3,291.3808,17,20,34
29738,4,-31.8615,17,20,34
29738,5,291.4027,17,20,34
29739,0,-458.0351,17,20,35
29739,1,-528.92377,17,20,35
29739,4,-202.4345,17,20,35
29740,0,-395.61258,17,20,36
29740,1,406.56247,17,20,36
29740,4,-479.87012,17,20,36
29775,0,-268.40527,17,21,24
29775,3,80.90126,17,21,24
29775,5,80.83303,17,21,24
29776,1,-366.29544,17,21,25
29776,3,508.76346,17,21,25
29776,4,322.8752,17,21,25
29776,5,508.83627,17,21,25
29777,1,717.13495,17,21,26
29777,3,455.6732,17,21,26
29777,4,381.46835,17,21,26
29777,5,455.72787,17,21,26
29779,0,-268.01126,17,21,28
29779,1,-258.24783,17,21,28
29779,2,-159.06609,17,21,28
29779,4,568.52576,17,21,28
29780,0,419.41455,17,21,29
29780,1,-103.59129,17,21,29
29780,4,255.3119,17,21,29
29781,0,536.3715,17,21,30
29781,1,606.11566,17,21,30
29781,2,536.2933,17,21,30
29781,3,469.09842,17,21,30
29781,4,317.84015,17,21,30
29781,5,469.06015,17,21,30
29782,0,329.1935,17,21,31
29782,1,610.047,17,21,31
29782,3,267.32404,17,21,31
29782,4,-496.62976,17,21,31
29782,5,267.22626,17,21,31
29783,1,-380.00723,17,21,32
29783,4,339.89487,17,21,32
29784,0,-181.71,17,21,33
29784,1,738.76086,17,21,33
29784,4,819.999,17,21,33
29785,1,569.7116,17,21,34
29785,3,47.12852,17,21,34
29785,4,-420.19125,17,21,34
29785,5,47.240437,17,21,34
29786,3,452.41562,17,21,35
29786,4,443.1695,17,21,35
29786,5,452.35886,17,21,35
29787,0,-385.5957,17,21,36
29787,1,53.404835,17,21,36
29787,3,406.92532,17,21,36
29787,5,406.87274,17,21,36
29788,0,-318.98938,17,21,37
29822,1,-223.16652,17,22,24
29827,0,170.8084,17,22,29
29827,1,399.79642,17,22,29
29827,2,-137.95253,17,22,29
29827,4,742.366,17,22,29
29827,5,473.67947,17,22,29
29828,1,-50.821182,17,22,30
29828,3,133.28761,17,22,30
29828,4,617.1249,17,22,30
29828,5,133.44188,17,22,30
29829,0,506.09003,17,22,31
29829,1,-218.30566,17,22,31
29829,3,-170.95624,17,22,31
29829,5,-171.03479,17,22,31
29830,1,541.11475,17,22,32
29830,3,316.8039,17,22,32
29830,4,707.3723,17,22,32
29830,5,316.6658,17,22,32
29832,0,-325.57208,17,22,34
29832,1,-325.60104,17,22,34
29832,4,525.76404,17,22,34
29834,0,224.45464,17,22,36
29834,1,325.62842,17,22,36
29834,2,224.3049,17,22,36
29871,3,-264.00418,17,23,26
29871,5,-264.00848,17,23,26
29872,0,59.08675,17,23,27
29872,1,242.58131,17,23,27
29872,3,107.81197,17,23,27
29872,4,355.7851,17,23,27
29872,5,107.7322,17,23,27
29873,0,396.07455,17,23,28
29873,1,113.543564,17,23,28
29873,4,428.71182,17,23,28
29875,0,-494.3866,17,23,30
29875,4,87.64367,17,23,30
29876,0,473.88162,17,23,31
29876,1,-513.9098,17,23,31
29876,3,-69.32939,17,23,31
29876,4,-187.09239,17,23,31
29876,5,-534.16406,17,23,31
29877,1,185.97594,17,23,32
29877,4,399.75287,17,23,32
29878,1,356.8591,17,23,33
29878,3,330.0656,17,23,33
29878,5,330.08667,17,23,33
29918,4,378.7557,17,24,26
29919,0,-69.766525,17,24,27
29919,4,-7.9619055,17,24,27
29920,3,327.27872,17,24,28
29920,4,537.55884,17,24,28
29920,5,327.0947,17,24,28
29921,0,457.74918,17,24,29
29921,3,544.1086,17,24,29
29921,5,166.50691,17,24,29
29923,1,83.244255,17,24,31
29923,3,401.7608,17,24,31
29923,4,329.27777,17,24,31
29923,5,401.90784,17,24,31
29924,4,236.57928,17,24,32
29966,0,383.5675,17,25,27
29966,2,383.47705,17,25,27
29967,1,465.37854,17,25,28
29968,4,-432.40845,17,25,29
29969,0,-169.01596,17,25,30
29969,1,-182.6903,17,25,30
29969,2,-37.153862,17,25,30
30015,1,453.0423,17,26,29
30015,3,252.41344,17,26,29
30957,0,480.90146,18,10,31
31000,0,-145.80602,18,11,27
31000,3,-405.65628,18,11,27
31000,5,-405.82474,18,11,27
31003,0,104.952576,18,11,30
31003,3,-29.521828,18,11,30
31003,5,-29.505884,18,11,30
31005,0,-339.03107,18,11,32
31006,3,402.4724,18,11,33
31006,5,402.4579,18,11,33
31007,1,532.46844,18,11,34
31045,0,413.28134,18,12,25
31045,1,44.06822,18,12,25
31045,2,-68.31322,18,12,25
31045,3,249.11642,18,12,25
31045,4,-183.55803,18,12,25
31045,5,249.05388,18,12,25
31047,1,367.8268,18,12,27
31048,1,158.15282,18,12,28
31048,4,323.38156,18,12,28
31049,0,392.2559,18,12,29
31049,4,157.70879,18,12,29
31050,0,-538.6429,18,12,30
31050,1,37.586502,18,12,30
31050,3,329.64203,18,12,30
31050,5,329.64148,18,12,30
31051,0,469.66882,18,12,31
31051,1,542.7213,18,12,31
31051,4,474.97052,18,12,31
31052,0,317.5425,18,12,32
31052,3,402.3488,18,12,32
31052,5,402.19968,18,12,32
31053,4,-256.87894,18,12,33
31054,3,474.9519,18,12,34
31054,5,475.02435,18,12,34
31057,0,-253.3593,18,12,37
31057,1,-253.33968,18,12,37
31093,0,131.05025,18,13,26
31093,1,-285.4862,18,13,26
31093,2,130.94408,18,13,26
31093,4,446.98627,18,13,26
31094,0,-80.554665,18,13,27
31094,1,-398.24762,18,13,27
31094,2,-224.57588,18,13,27
31094,3,170.51271,18,13,27
31094,4,-418.60986,18,13,27
31094,5,227.32011,18,13,27
31095,0,23.541357,18,13,28
31095,1,-515.1524,18,13,28
31095,3,-41.078503,18,13,28
31095,4,-184.74565,18,13,28
31095,5,-41.21893,18,13,28
31096,0,408.0078,18,13,29
31096,1,650.6844,18,13,29
31096,2,-188.64268,18,13,29
31096,4,156.49739,18,13,29
31097,0,-362.94104,18,13,30
31097,1,-453.24954,18,13,30
31097,3,578.9188,18,13,30
31097,4,524.80865,18,13,30
31097,5,524.66437,18,13,30
31098,1,505.17517,18,13,31
31098,3,-52.36991,18,13,31
31098,5,-478.9498,18,13,31
31099,0,-305.52878,18,13,32
31099,1,227.32014,18,13,32
31099,3,319.28613,18,13,32
31099,4,-145.51378,18,13,32
31099,5,319.2921,18,13,32
31100,1,417.92944,18,13,33
31100,3,47.280144,18,13,33
31100,4,-447.03198,18,13,33
31100,5,47.226387,18,13,33
31101,0,532.5202,18,13,34
31101,4,351.0466,18,13,34
31103,3,-104.287315,18,13,36
31103,5,-104.262245,18,13,36
31136,0,-534.0916,18,14,22
31136,1,-534.09564,18,14,22
31141,0,-286.6915,18,14,27
31141,1,114.78841,18,14,27
31141,3,194.47737,18,14,27
31141,4,270.5008,18,14,27
31141,5,194.49693,18,14,27
31142,0,472.87708,18,14,28
31142,1,-571.0294,18,14,28
31142,2,482.48785,18,14,28
31142,3,350.70264,18,14,28
31142,4,791.9925,18,14,28
31142,5,537.4757,18,14,28
31143,0,-143.2535,18,14,29
31143,1,-355.45312,18,14,29
31143,2,401.97415,18,14,29
31143,3,188.21,18,14,29
31143,4,-87.257484,18,14,29
31143,5,188.22008,18,14,29
31144,0,-292.7972,18,14,30
31144,1,-121.39989,18,14,30
31144,2,540.69763,18,14,30
31144,3,268.00262,18,14,30
31144,4,355.7669,18,14,30
31144,5,267.91296,18,14,30
31145,1,226.9748,18,14,31
31145,3,627.4694,18,14,31
31145,4,396.0762,18,14,31
31145,5,237.62961,18,14,31
31146,1,-43.010914,18,14,32
31146,3,456.0154,18,14,32
31146,4,110.084,18,14,32
31146,5,619.1715,18,14,32
31147,0,59.320488,18,14,33
31147,1,88.89457,18,14,33
31147,2,59.366364,18,14,33
31147,3,306.1348,18,14,33
31147,4,340.5916,18,14,33
31148,0,-328.49365,18,14,34
31148,1,-514.59454,18,14,34
31148,4,-322.07632,18,14,34
31149,0,-465.14575,18,14,35
31149,4,403.65326,18,14,35
31150,0,-2.6459715,18,14,36
31150,1,470.85876,18,14,36
31150,3,216.06027,18,14,36
31150,5,216.20718,18,14,36
31183,0,-477.5787,18,15,22
31183,1,-477.6292,18,15,22
31183,3,-468.17014,18,15,22
31183,4,467.12143,18,15,22
31183,5,-468.1213,18,15,22
31186,0,509.2658,18,15,25
31186,1,-3.7450829,18,15,25
31186,2,286.15863,18,15,25
31186,3,430.05978,18,15,25
31186,4,348.9754,18,15,25
31186,5,430.02036,18,15,25
31187,0,-148.73541,18,15,26
31187,1,393.59613,18,15,26
31187,2,737.06635,18,15,26
31187,3,227.50113,18,15,26
31187,4,100.781975,18,15,26
31188,0,336.1746,18,15,27
31188,1,-44.393944,18,15,27
31188,2,583.42975,18,15,27
31188,3,75.520546,18,15,27
31188,4,290.217,18,15,27
31189,0,495.0513,18,15,28
31189,1,-503.14185,18,15,28
31189,2,732.3059,18,15,28
31189,3,400.27103,18,15,28
31189,4,214.57298,18,15,28
31189,5,400.19177,18,15,28
31190,0,-157.99188,18,15,29
31190,1,44.46167,18,15,29
31190,2,201.69475,18,15,29
31190,3,283.31198,18,15,29
31190,4,541.02625,18,15,29
31190,5,272.8959,18,15,29
31191,0,110.891594,18,15,30
31191,1,-634.8284,18,15,30
31191,2,-33.067078,18,15,30
31191,3,-228.99193,18,15,30
31191,4,195.69228,18,15,30
31191,5,-351.51978,18,15,30
31192,0,-72.56503,18,15,31
31192,1,-78.91692,18,15,31
31192,2,-129.1368,18,15,31
31192,3,-123.76842,18,15,31
31192,4,-179.81493,18,15,31
31192,5,183.36606,18,15,31
31193,0,978.0263,18,15,32
31193,1,506.87506,18,15,32
31193,2,513.6342,18,15,32
31193,3,200.64609,18,15,32
31193,4,-142.05186,18,15,32
31193,5,50.680603,18,15,32
31194,0,-117.591995,18,15,33
31194,1,-235.33531,18,15,33
31194,3,-291.10196,18,15,33
31194,4,445.50443,18,15,33
31194,5,-290.97653,18,15,33
31196,1,359.6555,18,15,35
31196,3,331.20447,18,15,35
31196,4,138.2796,18,15,35
31196,5,279.94818,18,15,35
31197,0,-431.66702,18,15,36
31197,1,-407.8528,18,15,36
31197,4,-6.9644566,18,15,36
31231,0,464.985,18,16,23
31231,1,203.51674,18,16,23
31231,2,464.90787,18,16,23
31231,3,475.6031,18,16,23
31231,4,335.70807,18,16,23
31231,5,340.76065,18,16,23
31233,0,15.073366,18,16,25
31233,1,0.26585627,18,16,25
31233,2,406.24765,18,16,25
31233,3,138.08752,18,16,25
31233,4,498.33118,18,16,25
31233,5,138.21587,18,16,25
31235,0,393.95465,18,16,27
31235,1,203.07419,18,16,27
31235,2,38.934586,18,16,27
31235,4,1057.277,18,16,27
31236,0,599.55,18,16,28
31236,1,-9.91179,18,16,28
31236,2,291.7902,18,16,28
31236,4,285.50668,18,16,28
31237,0,186.06335,18,16,29
31237,1,143.89409,18,16,29
31237,2,95.87987,18,16,29
31237,3,-663.9522,18,16,29
31237,4,416.9978,18,16,29
31238,0,444.2924,18,16,30
31238,1,-0.95497984,18,16,30
31238,2,-520.9539,18,16,30
31238,3,-211.50275,18,16,30
31238,4,554.8925,18,16,30
31238,5,-408.18918,18,16,30
31239,0,-332.981,18,16,31
31239,1,610.70636,18,16,31
31239,2,349.17422,18,16,31
31239,3,-399.10852,18,16,31
31239,4,-524.4299,18,16,31
31239,5,-399.24982,18,16,31
31240,0,352.94617,18,16,32
31240,1,-174.59096,18,16,32
31240,3,-301.44992,18,16,32
31240,4,634.4229,18,16,32
31241,0,511.19034,18,16,33
31241,3,731.00977,18,16,33
31241,4,49.071266,18,16,33
31241,5,730.97546,18,16,33
31243,0,-426.3679,18,16,35
31243,1,408.28516,18,16,35
31243,2,139.3542,18,16,35
31243,3,320.93216,18,16,35
31243,4,670.66925,18,16,35
31243,5,320.94894,18,16,35
31244,3,-39.693935,18,16,36
31244,4,710.6458,18,16,36
31244,5,97.32609,18,16,36
31245,0,385.18085,18,16,37
31245,1,-28.510983,18,16,37
31245,4,314.66492,18,16,37
31247,0,187.8505,18,16,39
31247,2,187.90544,18,16,39
31277,1,454.8509,18,17,22
31277,3,-82.89309,18,17,22
31277,4,231.39679,18,17,22
31277,5,-82.98015,18,17,22
31278,0,-145.41824,18,17,23
31278,1,71.86438,18,17,23
31278,2,-145.60706,18,17,23
31278,3,534.77594,18,17,23
31278,5,534.79596,18,17,23
31281,0,10.227974,18,17,26
31281,1,510.4863,18,17,26
31281,2,-215.87112,18,17,26
31281,3,-27.63257,18,17,26
31281,4,638.749,18,17,26
31281,5,-27.53839,18,17,26
31282,0,115.33965,18,17,27
31282,1,-442.6814,18,17,27
31282,2,-63.790485,18,17,27
31282,3,-448.5006,18,17,27
31282,4,996.4807,18,17,27
31282,5,327.58835,18,17,27
31283,0,399.261,18,17,28
31283,1,-215.46405,18,17,28
31283,2,-519.04755,18,17,28
31283,3,14.338009,18,17,28
31283,4,623.27075,18,17,28
31283,5,-98.78185,18,17,28
31284,0,734.41455,18,17,29
31284,1,392.44818,18,17,29
31284,2,52.3595,18,17,29
31284,3,-233.51042,18,17,29
31284,4,-302.6576,18,17,29
31284,5,-404.69543,18,17,29
31285,0,520.586,18,17,30
31285,1,241.06909,18,17,30
31285,2,459.94794,18,17,30
31285,3,-774.8282,18,17,30
31285,4,-139.76279,18,17,30
31285,5,-637.4534,18,17,30
31286,0,530.6714,18,17,31
31286,1,-374.6075,18,17,31
31286,2,725.2822,18,17,31
31286,3,-256.6479,18,17,31
31286,4,-1070.0073,18,17,31
31286,5,-256.66187,18,17,31
31287,0,-235.63028,18,17,32
31287,1,-60.288742,18,17,32
31287,3,-737.11414,18,17,32
31287,4,-255.48018,18,17,32
31287,5,-626.2175,18,17,32
31288,0,480.68402,18,17,33
31288,1,865.32294,18,17,33
31288,3,-127.43518,18,17,33
31288,4,243.24193,18,17,33
31288,5,-211.59492,18,17,33
31328,0,286.86578,18,18,26
31328,1,383.28287,18,18,26
31328,2,373.24625,18,18,26
31328,3,404.53882,18,18,26
31328,4,691.9285,18,18,26
31328,5,404.46173,18,18,26
31329,0,181.71213,18,18,27
31329,1,-310.90457,18,18,27
31329,2,335.02197,18,18,27
31329,4,307.1353,18,18,27
31329,5,-458.7756,18,18,27
31330,0,138.84724,18,18,28
31330,1,513.85223,18,18,28
31330,2,-66.839386,18,18,28
31330,3,503.14536,18,18,28
31330,4,771.902,18,18,28
31330,5,-442.7518,18,18,28
31331,0,724.4057,18,18,29
31331,1,140.74303,18,18,29
31331,2,763.93445,18,18,29
31331,3,-475.14862,18,18,29
31331,4,-175.37698,18,18,29
31331,5,-61.26039,18,18,29
