gridNo,featNo,weight,grid_x,grid_y,grid_z
26121,0,290.6314,15,15,36
26121,1,210.36089,15,15,36
26158,0,100.464775,15,16,26
26158,1,484.95535,15,16,26
26158,2,129.65297,15,16,26
26158,3,566.30896,15,16,26
26158,4,-390.8549,15,16,26
26158,5,679.8691,15,16,26
26159,0,478.4616,15,16,27
26159,1,-61.39604,15,16,27
26159,3,352.11215,15,16,27
26159,4,-46.98615,15,16,27
26159,5,352.11124,15,16,27
26160,1,104.9215,15,16,28
26160,3,296.36047,15,16,28
26160,4,582.3498,15,16,28
26160,5,296.3739,15,16,28
26161,0,421.14948,15,16,29
26161,1,373.3686,15,16,29
26161,3,435.79462,15,16,29
26161,4,620.79834,15,16,29
26161,5,435.93372,15,16,29
26162,0,-45.96819,15,16,30
26162,1,400.68457,15,16,30
26162,3,252.6285,15,16,30
26162,4,552.19977,15,16,30
26162,5,48.346714,15,16,30
26163,0,476.5096,15,16,31
26163,1,225.71773,15,16,31
26163,3,344.1772,15,16,31
26163,4,687.0407,15,16,31
26163,5,344.32416,15,16,31
26164,1,-381.5921,15,16,32
26164,3,166.83199,15,16,32
26164,4,687.83954,15,16,32
26164,5,166.77077,15,16,32
26165,1,406.61746,15,16,33
26165,3,802.36444,15,16,33
26165,4,15.510137,15,16,33
26165,5,663.2257,15,16,33
26167,0,-284.9517,15,16,35
26167,1,-623.85443,15,16,35
26167,3,270.58597,15,16,35
26168,1,122.27784,15,16,36
26202,1,542.3866,15,17,23
26204,0,274.60602,15,17,25
26204,1,460.61844,15,17,25
26204,2,-105.13305,15,17,25
26204,4,250.46344,15,17,25
26206,0,399.46185,15,17,27
26206,1,299.8268,15,17,27
26206,3,384.91794,15,17,27
26206,4,573.3635,15,17,27
26206,5,384.91525,15,17,27
26207,0,376.10242,15,17,28
26207,1,-261.2521,15,17,28
26207,2,376.10754,15,17,28
26207,3,-364.02182,15,17,28
26207,4,449.86688,15,17,28
26207,5,-364.06625,15,17,28
26208,0,477.4734,15,17,29
26208,1,402.64294,15,17,29
26208,3,401.0438,15,17,29
26208,4,341.33914,15,17,29
26208,5,401.0455,15,17,29
26209,0,383.5931,15,17,30
26209,1,250.04886,15,17,30
26209,3,269.44806,15,17,30
26209,4,533.8286,15,17,30
26209,5,269.46524,15,17,30
26210,0,-37.144157,15,17,31
26210,1,282.29193,15,17,31
26210,3,284.01135,15,17,31
26210,4,441.99203,15,17,31
26210,5,295.9099,15,17,31
26211,0,-583.86035,15,17,32
26211,1,-196.09247,15,17,32
26211,3,-165.85449,15,17,32
26211,4,361.27023,15,17,32
26212,0,542.8965,15,17,33
26212,1,197.6116,15,17,33
26212,3,4.7405553,15,17,33
26212,4,439.59277,15,17,33
26212,5,4.712187,15,17,33
26248,3,-144.79796,15,18,22
26248,5,-144.81201,15,18,22
26251,0,520.0245,15,18,25
26251,1,92.86212,15,18,25
26251,2,165.91536,15,18,25
26251,3,382.82288,15,18,25
26251,4,687.2783,15,18,25
26251,5,382.74902,15,18,25
26253,0,-419.37302,15,18,27
26253,3,475.81104,15,18,27
26253,4,680.1684,15,18,27
26253,5,475.98346,15,18,27
26254,0,-225.82373,15,18,28
26254,1,-311.31934,15,18,28
26254,2,-306.33243,15,18,28
26254,3,81.60065,15,18,28
26254,4,208.06937,15,18,28
26254,5,81.673386,15,18,28
26255,0,-543.2104,15,18,29
26255,1,197.24548,15,18,29
26255,4,182.3479,15,18,29
26256,0,-146.10918,15,18,30
26256,1,357.22165,15,18,30
26256,3,442.28125,15,18,30
26256,4,19.059149,15,18,30
26256,5,442.3199,15,18,30
26257,0,36.475338,15,18,31
26257,1,783.65076,15,18,31
26257,3,405.37607,15,18,31
26257,4,330.2117,15,18,31
26257,5,149.49445,15,18,31
26258,0,-468.95148,15,18,32
26258,1,60.726074,15,18,32
26258,3,280.88586,15,18,32
26258,4,450.4467,15,18,32
26258,5,280.90088,15,18,32
26260,0,543.28864,15,18,34
26260,3,271.38608,15,18,34
26260,4,579.7124,15,18,34
26260,5,271.41217,15,18,34
26261,0,-1289.8545,15,18,35
26261,1,-732.04315,15,18,35
26261,3,938.5973,15,18,35
26261,4,542.9093,15,18,35
26261,5,901.6848,15,18,35
26262,0,187.85832,15,18,36
26262,1,732.48114,15,18,36
26262,2,187.87996,15,18,36
26262,5,-538.5438,15,18,36
26295,3,-211.98183,15,19,22
26295,5,-211.92088,15,19,22
26296,0,-369.04303,15,19,23
26296,1,157.81642,15,19,23
26296,2,-369.00653,15,19,23
26296,3,-406.19522,15,19,23
26296,4,-8.712505,15,19,23
26296,5,-406.3025,15,19,23
26297,0,-424.08905,15,19,24
26297,1,-424.10837,15,19,24
26297,3,-164.91985,15,19,24
26297,4,348.45438,15,19,24
26297,5,-164.92638,15,19,24
26298,0,59.600662,15,19,25
26298,1,388.70953,15,19,25
26298,3,13.854505,15,19,25
26298,4,-166.00496,15,19,25
26298,5,13.929834,15,19,25
26300,0,-329.13632,15,19,27
26300,1,536.7774,15,19,27
26300,2,-467.09543,15,19,27
26300,3,408.5241,15,19,27
26300,4,674.4473,15,19,27
26300,5,408.64777,15,19,27
26301,0,293.97806,15,19,28
26301,1,-148.1901,15,19,28
26301,2,540.99725,15,19,28
26301,3,479.39963,15,19,28
26301,4,-36.226376,15,19,28
26302,0,33.307175,15,19,29
26302,1,170.20038,15,19,29
26302,2,-410.37064,15,19,29
26302,3,306.17316,15,19,29
26302,4,-139.24016,15,19,29
26302,5,306.21167,15,19,29
26303,0,134.93982,15,19,30
26303,1,-317.09393,15,19,30
26303,3,334.40118,15,19,30
26303,4,667.2656,15,19,30
26303,5,125.011375,15,19,30
26304,0,-276.8988,15,19,31
26304,1,86.186615,15,19,31
26304,2,95.51783,15,19,31
26304,3,-132.96698,15,19,31
26304,4,222.93546,15,19,31
26304,5,-132.91083,15,19,31
26306,0,-698.9402,15,19,33
26306,1,233.4314,15,19,33
26306,2,-408.44824,15,19,33
26306,3,615.61475,15,19,33
26306,4,1438.238,15,19,33
26306,5,518.8889,15,19,33
26307,0,570.6034,15,19,34
26307,1,-287.57578,15,19,34
26307,2,483.35568,15,19,34
26307,3,271.14682,15,19,34
26307,4,-14.142222,15,19,34
26307,5,242.90567,15,19,34
26308,1,217.30457,15,19,35
26308,3,58.022743,15,19,35
26308,4,-532.00696,15,19,35
26308,5,-223.6292,15,19,35
26309,0,-456.1826,15,19,36
26309,1,517.68567,15,19,36
26310,3,-305.0378,15,19,37
26310,5,-305.16263,15,19,37
26312,0,-312.5793,15,19,39
26312,1,-312.662,15,19,39
26341,1,-385.73206,15,20,21
26344,1,-8.8246975,15,20,24
26346,0,113.88889,15,20,26
26346,3,448.80615,15,20,26
26346,5,448.7448,15,20,26
26348,0,321.4723,15,20,28
26348,1,692.5673,15,20,28
26348,2,321.44974,15,20,28
26348,4,113.87661,15,20,28
26349,0,25.024729,15,20,29
26349,1,220.04749,15,20,29
26349,2,-414.52753,15,20,29
26349,3,575.7943,15,20,29
26349,4,630.25104,15,20,29
26349,5,575.7217,15,20,29
26350,0,-201.1465,15,20,30
26350,1,359.70804,15,20,30
26350,3,567.9614,15,20,30
26350,4,501.92142,15,20,30
26350,5,281.88165,15,20,30
26352,0,126.03713,15,20,32
26352,1,533.63605,15,20,32
26352,2,-332.95737,15,20,32
26352,3,216.4421,15,20,32
26352,4,396.41406,15,20,32
26352,5,118.60452,15,20,32
26353,0,-234.17538,15,20,33
26353,1,206.03346,15,20,33
26353,2,357.00174,15,20,33
26353,3,284.7375,15,20,33
26353,4,269.7554,15,20,33
26353,5,498.5695,15,20,33
26354,0,-361.65387,15,20,34
26354,1,375.08646,15,20,34
26354,2,17.907887,15,20,34
26354,3,155.88805,15,20,34
26354,4,266.1887,15,20,34
26354,5,99.49595,15,20,34
26355,1,-55.388187,15,20,35
26355,3,417.47208,15,20,35
26355,5,417.49738,15,20,35
26356,0,-530.4518,15,20,36
26356,1,-502.2986,15,20,36
26356,4,469.14502,15,20,36
26391,4,536.9186,15,21,24
26395,3,209.72066,15,21,28
26395,4,465.56058,15,21,28
26395,5,-18.934715,15,21,28
26396,0,387.75436,15,21,29
26396,1,481.69406,15,21,29
26396,3,113.61781,15,21,29
26396,5,113.635254,15,21,29
26397,1,133.80185,15,21,30
26397,4,-3.9153163,15,21,30
26398,0,-385.38687,15,21,31
26398,1,-326.47366,15,21,31
26398,2,59.340397,15,21,31
26398,3,474.59003,15,21,31
26398,4,-274.5383,15,21,31
26398,5,-282.03015,15,21,31
26399,0,47.197906,15,21,32
26399,1,15.733808,15,21,32
26399,3,-52.4201,15,21,32
26399,4,543.2729,15,21,32
26399,5,-52.45049,15,21,32
26400,0,-69.56274,15,21,33
26400,1,-69.42325,15,21,33
26400,3,417.6998,15,21,33
26400,4,-86.99137,15,21,33
26400,5,417.6603,15,21,33
26401,3,473.2091,15,21,34
26401,5,473.24658,15,21,34
26402,3,499.47778,15,21,35
26402,5,499.34427,15,21,35
26403,4,408.97522,15,21,36
26403,5,526.8037,15,21,36
26405,1,539.85754,15,21,38
26438,1,123.95468,15,22,24
26439,3,265.12332,15,22,25
26439,5,265.18167,15,22,25
26443,4,493.66602,15,22,29
26444,3,-470.37943,15,22,30
26444,5,-470.43454,15,22,30
26445,0,397.2213,15,22,31
26445,1,-117.956825,15,22,31
26445,2,397.24585,15,22,31
26445,4,477.30212,15,22,31
26446,0,-137.94896,15,22,32
26446,1,536.42126,15,22,32
26446,2,-137.91399,15,22,32
26446,4,617.1244,15,22,32
26448,4,489.68066,15,22,34
26449,1,-311.63824,15,22,35
26450,1,325.61978,15,22,36
26487,4,360.9758,15,23,26
26491,4,95.94413,15,23,30
26492,3,622.4071,15,23,31
26492,4,113.14222,15,23,31
26492,5,622.2928,15,23,31
26493,0,-460.01077,15,23,32
26493,1,-637.65875,15,23,32
26494,1,-476.5404,15,23,33
26495,1,172.18848,15,23,34
26535,0,-118.006,15,24,27
26535,1,-117.99369,15,24,27
26537,0,-118.081436,15,24,29
26537,1,-118.06871,15,24,29
26540,1,-139.17854,15,24,32
26631,0,-1.4237698,15,26,29
26631,1,-1.4266838,15,26,29
27571,1,184.1913,16,10,29
27573,4,532.5019,16,10,31
27619,0,207.95161,16,11,30
27620,0,440.7312,16,11,31
27621,4,532.5941,16,11,32
27661,1,484.88654,16,12,25
27661,4,-268.84598,16,12,25
27663,1,423.27414,16,12,27
27664,1,439.74316,16,12,28
27665,4,348.07852,16,12,29
27666,0,-16.295984,16,12,30
27666,4,-448.3389,16,12,30
27667,1,440.4616,16,12,31
27667,3,3.6555052,16,12,31
27667,5,-496.48502,16,12,31
27668,0,-476.7128,16,12,32
27668,1,-277.7946,16,12,32
27668,4,58.467514,16,12,32
27669,1,-428.9676,16,12,33
27709,0,117.8078,16,13,26
27709,1,-224.87442,16,13,26
27709,2,117.75757,16,13,26
27709,3,-478.79715,16,13,26
27709,4,-414.46112,16,13,26
27709,5,-564.5216,16,13,26
27710,0,-321.82596,16,13,27
27710,4,509.17886,16,13,27
27711,0,532.59534,16,13,28
27711,2,408.4214,16,13,28
27711,3,466.83368,16,13,28
27711,4,123.51134,16,13,28
27711,5,348.1494,16,13,28
27712,0,608.55475,16,13,29
27712,1,380.7675,16,13,29
27712,2,500.34955,16,13,29
27712,3,482.64676,16,13,29
27712,5,482.676,16,13,29
27713,0,184.17502,16,13,30
27713,1,87.49643,16,13,30
27713,2,184.30688,16,13,30
27713,3,304.54886,16,13,30
27713,4,654.856,16,13,30
27713,5,307.60925,16,13,30
27714,0,-117.88098,16,13,31
27714,1,-372.85336,16,13,31
27714,3,392.1599,16,13,31
27714,4,-216.40378,16,13,31
27714,5,392.1075,16,13,31
27715,0,329.5036,16,13,32
27715,3,-102.07621,16,13,32
27715,4,-511.6529,16,13,32
27715,5,327.0051,16,13,32
27716,1,-229.59814,16,13,33
27716,4,489.884,16,13,33
27717,4,-465.23392,16,13,34
27718,1,599.67303,16,13,35
27718,4,469.779,16,13,35
27757,0,-31.518307,16,14,27
27757,1,223.89313,16,14,27
27757,2,372.00778,16,14,27
27757,3,-137.97876,16,14,27
27757,4,592.85065,16,14,27
27757,5,-138.01491,16,14,27
27758,1,522.3721,16,14,28
27758,3,-6.311059,16,14,28
27758,4,201.66588,16,14,28
27758,5,-134.48315,16,14,28
27759,0,-346.7996,16,14,29
27759,1,379.77652,16,14,29
27759,3,336.78586,16,14,29
27759,4,348.05783,16,14,29
27759,5,336.74637,16,14,29
27760,1,612.61786,16,14,30
27760,3,600.7759,16,14,30
27760,4,-24.288916,16,14,30
27760,5,600.8422,16,14,30
27761,0,80.60429,16,14,31
27761,1,218.64847,16,14,31
27761,3,466.64014,16,14,31
27761,4,200.25035,16,14,31
27761,5,466.63583,16,14,31
27762,0,-23.840515,16,14,32
27762,1,571.1768,16,14,32
27762,3,260.30276,16,14,32
27762,4,615.91693,16,14,32
27762,5,401.03665,16,14,32
27763,0,290.7387,16,14,33
27763,1,556.0546,16,14,33
27763,2,290.7901,16,14,33
27763,3,-541.97723,16,14,33
27763,4,167.77817,16,14,33
27763,5,-541.8804,16,14,33
27764,0,-383.00073,16,14,34
27764,1,347.12473,16,14,34
27764,3,635.73364,16,14,34
27764,4,149.38985,16,14,34
27764,5,87.316925,16,14,34
27765,1,441.03934,16,14,35
27799,4,122.82623,16,15,22
27803,0,-165.19727,16,15,26
27803,1,-469.40363,16,15,26
27803,2,-334.92786,16,15,26
27803,3,200.95676,16,15,26
27803,4,499.9922,16,15,26
27803,5,73.9145,16,15,26
27804,0,-386.65326,16,15,27
27804,1,-188.91498,16,15,27
27804,2,-397.58282,16,15,27
27804,3,324.72583,16,15,27
27804,4,439.46136,16,15,27
27804,5,379.5444,16,15,27
27805,0,-68.77677,16,15,28
27805,1,165.48224,16,15,28
27805,2,610.05145,16,15,28
27805,3,-40.26946,16,15,28
27805,4,234.0481,16,15,28
27805,5,-40.27514,16,15,28
27806,0,51.805916,16,15,29
27806,1,-358.29504,16,15,29
27806,2,580.0671,16,15,29
27806,3,80.056625,16,15,29
27806,4,-342.57672,16,15,29
27806,5,79.999435,16,15,29
27807,0,-43.888878,16,15,30
27807,1,394.70596,16,15,30
27807,3,240.6312,16,15,30
27807,4,660.74866,16,15,30
27807,5,467.83908,16,15,30
27808,0,430.96222,16,15,31
27808,1,429.58502,16,15,31
27808,2,193.33609,16,15,31
27808,3,79.19087,16,15,31
27808,4,-21.283443,16,15,31
27808,5,546.72943,16,15,31
27809,0,-375.83716,16,15,32
27809,1,594.8212,16,15,32
27809,3,338.08545,16,15,32
27809,4,119.348755,16,15,32
27809,5,338.15875,16,15,32
27810,1,693.1043,16,15,33
27810,3,-305.0601,16,15,33
27810,4,407.78802,16,15,33
27810,5,-305.0488,16,15,33
27812,0,379.62122,16,15,35
27812,1,-185.94833,16,15,35
27812,3,487.45837,16,15,35
27812,5,113.10325,16,15,35
27813,1,441.06845,16,15,36
27815,4,333.03192,16,15,38
27847,0,413.65494,16,16,23
27847,1,-200.1828,16,16,23
27847,2,413.53745,16,16,23
27847,4,375.0423,16,16,23
27851,0,305.12302,16,16,27
27851,1,-286.02832,16,16,27
27851,2,113.177216,16,16,27
27851,3,27.124619,16,16,27
27851,4,685.88245,16,16,27
27851,5,27.240932,16,16,27
27852,0,528.2618,16,16,28
27852,1,-527.1348,16,16,28
27852,2,136.07735,16,16,28
27852,3,407.55734,16,16,28
27852,4,720.1579,16,16,28
27852,5,407.53384,16,16,28
27853,0,61.912643,16,16,29
27853,1,21.235228,16,16,29
27853,2,388.51434,16,16,29
27853,4,346.12344,16,16,29
27854,0,-158.23828,16,16,30
27854,1,24.288029,16,16,30
27854,2,-464.65613,16,16,30
27854,3,233.98196,16,16,30
27854,4,499.84702,16,16,30
27854,5,478.96222,16,16,30
27855,0,-58.266857,16,16,31
27855,1,738.6129,16,16,31
27855,3,473.5891,16,16,31
27855,4,631.6576,16,16,31
27855,5,473.6441,16,16,31
27856,0,455.4462,16,16,32
27856,1,469.8974,16,16,32
27856,3,457.24615,16,16,32
27856,4,450.02942,16,16,32
27856,5,468.07208,16,16,32
27857,3,634.5926,16,16,33
27857,4,376.592,16,16,33
27857,5,634.5249,16,16,33
27859,0,-514.3683,16,16,35
27859,1,-514.39667,16,16,35
27859,4,485.67856,16,16,35
27860,1,441.05984,16,16,36
27860,3,359.74817,16,16,36
27860,4,-237.3911,16,16,36
27860,5,333.13867,16,16,36
27861,0,-254.58527,16,16,37
27861,3,543.0812,16,16,37
27861,4,391.35663,16,16,37
27861,5,543.0531,16,16,37
27894,1,449.73093,16,17,23
27894,3,538.81464,16,17,23
27894,5,538.851,16,17,23
27896,0,-274.9054,16,17,25
27896,1,-146.0565,16,17,25
27896,2,192.14326,16,17,25
27896,3,569.4384,16,17,25
27896,4,-149.06956,16,17,25
27896,5,569.3282,16,17,25
27897,0,216.40005,16,17,26
27897,1,-236.07544,16,17,26
27897,2,271.70847,16,17,26
27897,3,472.57584,16,17,26
27897,4,529.7717,16,17,26
27897,5,610.21277,16,17,26
27898,0,33.99123,16,17,27
27898,1,491.36646,16,17,27
27898,2,439.80908,16,17,27
27898,3,490.09018,16,17,27
27898,4,611.3143,16,17,27
27898,5,184.49438,16,17,27
27899,0,81.71065,16,17,28
27899,1,403.6726,16,17,28
27899,2,-208.33813,16,17,28
27899,3,-580.7796,16,17,28
27899,4,150.0526,16,17,28
27899,5,-580.7857,16,17,28
27900,0,26.3174,16,17,29
27900,1,142.60255,16,17,29
27900,2,277.9114,16,17,29
27900,3,31.439615,16,17,29
27900,4,299.9114,16,17,29
27900,5,-231.93736,16,17,29
27901,0,307.49152,16,17,30
27901,1,936.39417,16,17,30
27901,2,591.2562,16,17,30
27901,3,408.60718,16,17,30
27901,4,866.45056,16,17,30
27901,5,408.60626,16,17,30
27902,0,734.5136,16,17,31
27902,1,-131.33199,16,17,31
27902,3,551.4553,16,17,31
27902,4,276.13077,16,17,31
27902,5,843.21155,16,17,31
27903,0,-457.7813,16,17,32
27903,1,-39.975185,16,17,32
27903,3,-173.26506,16,17,32
27903,4,1077.8969,16,17,32
27903,5,-173.19041,16,17,32
27904,0,-531.0085,16,17,33
27904,1,469.84528,16,17,33
27904,3,369.1631,16,17,33
27904,4,923.3086,16,17,33
27904,5,296.80225,16,17,33
27940,1,239.9561,16,18,22
27943,0,329.2225,16,18,25
27943,1,90.65299,16,18,25
27943,2,239.97194,16,18,25
27943,3,288.98648,16,18,25
27943,4,150.01744,16,18,25
27943,5,289.052,16,18,25
27944,0,352.2249,16,18,26
27944,1,-337.37918,16,18,26
27944,2,352.29794,16,18,26
27944,3,391.2441,16,18,26
27944,4,588.49506,16,18,26
27944,5,301.80566,16,18,26
27945,0,534.94244,16,18,27
27945,1,9.625637,16,18,27
27945,2,-298.1275,16,18,27
27945,3,318.28406,16,18,27
27945,4,794.6882,16,18,27
27945,5,760.4558,16,18,27
27946,0,53.267536,16,18,28
27946,1,462.16855,16,18,28
27946,3,83.00059,16,18,28
27946,4,558.74207,16,18,28
27946,5,-337.19788,16,18,28
27947,0,824.39343,16,18,29
27947,1,527.7949,16,18,29
27947,2,397.73056,16,18,29
27947,3,15.490444,16,18,29
27947,4,36.110264,16,18,29
27947,5,15.489278,16,18,29
27948,0,992.01514,16,18,30
27948,1,-293.08676,16,18,30
27948,2,923.9054,16,18,30
27948,4,423.02704,16,18,30
27949,0,39.806324,16,18,31
27949,1,333.93048,16,18,31
27949,2,42.749653,16,18,31
27949,3,215.59665,16,18,31
27949,4,571.1462,16,18,31
27949,5,275.5803,16,18,31
27950,0,578.7697,16,18,32
27950,1,483.41235,16,18,32
27950,3,-140.99242,16,18,32
27950,4,456.94635,16,18,32
27950,5,-553.9467,16,18,32
27952,0,395.72284,16,18,34
27952,1,-477.65906,16,18,34
27952,2,586.451,16,18,34
27952,3,734.6317,16,18,34
27952,4,6.3418527,16,18,34
27952,5,417.82935,16,18,34
27953,0,-941.99304,16,18,35
27953,1,-272.63828,16,18,35
27953,2,200.99481,16,18,35
27953,3,544.135,16,18,35
27953,4,-6.3750076,16,18,35
27953,5,544.18036,16,18,35
27954,0,168.56883,16,18,36
27954,1,426.03275,16,18,36
27954,3,-201.71474,16,18,36
27954,4,-342.83884,16,18,36
27954,5,-201.67032,16,18,36
27955,1,-392.51086,16,18,37
27955,4,-460.87924,16,18,37
27956,1,-407.58072,16,18,38
27988,1,182.39929,16,19,23
27988,4,474.46786,16,19,23
27989,1,-92.55621,16,19,24
27989,4,152.95486,16,19,24
27990,0,465.5677,16,19,25
27990,1,485.7887,16,19,25
27990,2,20.915682,16,19,25
27990,3,96.494896,16,19,25
27990,4,665.6664,16,19,25
27990,5,96.5133,16,19,25
27991,0,-6.5746436,16,19,26
27991,1,-139.14754,16,19,26
27991,3,201.40683,16,19,26
27991,4,103.581314,16,19,26
27991,5,201.28151,16,19,26
27992,0,295.65225,16,19,27
27992,1,880.4222,16,19,27
27992,2,295.62518,16,19,27
27992,3,-329.10095,16,19,27
27992,4,681.8606,16,19,27
27992,5,-411.66714,16,19,27
27993,0,32.29968,16,19,28
27993,1,-152.66016,16,19,28
27993,4,121.82061,16,19,28
27994,0,-565.76526,16,19,29
27994,1,337.79272,16,19,29
27994,4,909.9253,16,19,29
27995,0,474.69275,16,19,30
27995,1,13.607185,16,19,30
27995,2,628.685,16,19,30
27995,3,253.5117,16,19,30
27995,4,340.3491,16,19,30
27995,5,510.89725,16,19,30
27996,0,284.19653,16,19,31
27996,1,566.05615,16,19,31
27996,2,128.71619,16,19,31
27996,3,54.971336,16,19,31
27996,4,50.01349,16,19,31
27996,5,-20.173227,16,19,31
27998,1,630.5841,16,19,33
27998,2,408.48712,16,19,33
27998,3,409.38126,16,19,33
27998,4,493.27228,16,19,33
27998,5,100.8004,16,19,33
27999,0,-74.5718,16,19,34
27999,1,517.3234,16,19,34
27999,3,250.53906,16,19,34
27999,4,151.39268,16,19,34
27999,5,-610.7389,16,19,34
28000,0,-339.70105,16,19,35
28000,1,14.647667,16,19,35
28000,3,486.69348,16,19,35
28000,4,-203.78624,16,19,35
28000,5,486.6892,16,19,35
28001,1,242.07658,16,19,36
28001,3,469.16974,16,19,36
28001,4,-744.41693,16,19,36
28001,5,469.15408,16,19,36
28002,1,-477.86212,16,19,37
28002,3,-159.12068,16,19,37
28002,5,-398.32678,16,19,37
28033,3,304.58447,16,20,21
28033,5,304.52924,16,20,21
28036,1,243.63503,16,20,24
28040,0,350.99948,16,20,28
28040,1,61.40651,16,20,28
28040,3,538.6439,16,20,28
28040,4,466.28073,16,20,28
28041,0,-645.01086,16,20,29
28041,1,92.71547,16,20,29
28041,2,-406.80472,16,20,29
28041,3,410.09518,16,20,29
28041,4,414.50946,16,20,29
28041,5,-199.71901,16,20,29
28042,0,265.50266,16,20,30
28042,1,25.789324,16,20,30
28042,2,476.06714,16,20,30
28042,3,156.24886,16,20,30
28042,4,588.07825,16,20,30
28042,5,156.22063,16,20,30
28044,0,381.3114,16,20,32
28044,1,-178.09581,16,20,32
28044,2,861.54254,16,20,32
28044,3,921.99585,16,20,32
28044,4,358.92905,16,20,32
28044,5,852.28436,16,20,32
28045,0,416.84665,16,20,33
28045,1,576.55786,16,20,33
28045,2,542.741,16,20,33
28045,3,142.79128,16,20,33
28045,4,538.2984,16,20,33
28045,5,510.2266,16,20,33
28046,4,462.8731,16,20,34
28047,0,-436.02124,16,20,35
28047,1,-457.72928,16,20,35
28047,4,113.105415,16,20,35
28048,3,470.79913,16,20,36
28048,5,470.7965,16,20,36
28083,1,-92.59898,16,21,24
28085,1,537.5291,16,21,26
28085,3,-82.616005,16,21,26
28085,4,478.52353,16,21,26
28085,5,-82.61329,16,21,26
28087,1,539.50397,16,21,28
28087,3,-204.05252,16,21,28
28087,4,441.60703,16,21,28
28088,0,408.5856,16,21,29
28088,1,566.62256,16,21,29
28088,2,408.5419,16,21,29
28088,4,260.09598,16,21,29
28089,0,-291.21524,16,21,30
28089,1,-114.97638,16,21,30
28089,2,62.98125,16,21,30
28089,4,-107.96628,16,21,30
28090,0,610.4624,16,21,31
28090,1,124.13325,16,21,31
28090,3,306.30887,16,21,31
28090,5,306.26813,16,21,31
28091,0,-114.82953,16,21,32
28091,1,-52.05827,16,21,32
28091,2,-114.93454,16,21,32
28091,3,290.7295,16,21,32
28091,4,-670.1586,16,21,32
28091,5,290.7162,16,21,32
28092,0,-527.426,16,21,33
28092,1,-51.984604,16,21,33
28092,2,-314.12946,16,21,33
28092,3,431.07007,16,21,33
28092,4,172.1696,16,21,33
28092,5,520.3018,16,21,33
28093,0,411.68652,16,21,34
28093,2,411.8376,16,21,34
28094,0,-347.97147,16,21,35
28094,1,-405.75095,16,21,35
28094,3,242.45139,16,21,35
28094,4,155.41806,16,21,35
28094,5,242.31595,16,21,35
28095,0,-529.5871,16,21,36
28095,1,-203.20149,16,21,36
28095,4,155.44522,16,21,36
28130,1,295.84485,16,22,24
28131,0,-223.82692,16,22,25
28131,2,-223.9048,16,22,25
28131,3,478.49832,16,22,25
28131,4,160.84872,16,22,25
28131,5,478.39072,16,22,25
28135,1,475.69943,16,22,29
28135,3,381.93307,16,22,29
28135,4,460.70834,16,22,29
28135,5,381.9584,16,22,29
28136,1,82.75813,16,22,30
28136,3,562.05444,16,22,30
28136,4,-206.78114,16,22,30
28136,5,451.94855,16,22,30
28137,0,-3.1242785,16,22,31
28137,1,-551.8695,16,22,31
28137,3,104.66689,16,22,31
28137,4,-18.075842,16,22,31
28137,5,104.54653,16,22,31
28138,1,235.12695,16,22,32
28138,4,588.4954,16,22,32
28140,0,-139.24391,16,22,34
28140,1,-381.6838,16,22,34
28142,1,398.91986,16,22,36
28179,1,460.61444,16,23,26
28180,0,35.261814,16,23,27
28180,3,431.8215,16,23,27
28180,5,431.8524,16,23,27
28181,0,151.49606,16,23,28
28181,1,453.1516,16,23,28
28183,3,232.1791,16,23,30
28183,4,616.18506,16,23,30
28183,5,232.034,16,23,30
28184,1,-140.51305,16,23,31
28184,3,356.8879,16,23,31
28184,4,472.0569,16,23,31
28184,5,356.98703,16,23,31
28185,0,123.056366,16,23,32
28185,1,-326.18503,16,23,32
28185,3,412.22046,16,23,32
28185,5,412.2189,16,23,32
28187,0,429.63947,16,23,34
28187,1,242.36395,16,23,34
28187,2,429.76666,16,23,34
28227,3,244.90393,16,24,27
28227,4,107.777245,16,24,27
28227,5,244.83516,16,24,27
28229,1,-92.86357,16,24,29
28231,4,477.37866,16,24,31
28232,1,-480.61343,16,24,32
28232,4,-407.47748,16,24,32
28274,1,-371.31613,16,25,27
28275,1,453.1477,16,25,28
28277,3,-537.3694,16,25,30
28277,5,-537.39575,16,25,30
28323,0,58.822212,16,26,29
28323,1,449.04968,16,26,29
29309,0,461.85562,17,11,28
29311,1,480.849,17,11,30
29355,0,215.95264,17,12,27
29355,2,241.75642,17,12,27
29355,3,188.8867,17,12,27
29355,4,275.7194,17,12,27
29355,5,188.92407,17,12,27
29356,0,450.28433,17,12,28
29356,3,400.23413,17,12,28
29356,5,400.10742,17,12,28
29357,3,-244.3022,17,12,29
29357,5,-244.39702,17,12,29
29358,0,402.20114,17,12,30
29358,3,55.08798,17,12,30
29358,4,536.81494,17,12,30
29358,5,55.06633,17,12,30
29359,0,534.8226,17,12,31
29359,3,314.52713,17,12,31
29359,5,314.45694,17,12,31
29360,1,160.30504,17,12,32
29360,4,520.31744,17,12,32
29361,3,53.588356,17,12,33
29361,4,118.60515,17,12,33
29361,5,53.57457,17,12,33
29362,1,189.35295,17,12,34
29365,1,-408.17874,17,12,37
29401,0,343.88297,17,13,26
29401,2,-26.275953,17,13,26
29401,3,-202.53831,17,13,26
29401,4,64.786476,17,13,26
29401,5,126.08165,17,13,26
29402,0,-94.36837,17,13,27
